"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn68467895","wetlab_cataract_034_0004_instruments_mask.png","1","image/png","8991","3465426","1750598801933","3465426","1750598801933","syn68466835","https://www.synapse.org/#!Synapse:syn68467895.1","7d22773b7b2e9f1cbcf6b445fa7c28a1"
"syn68467957","wetlab_cataract_035_0026_instruments_mask.png","1","image/png","9002","3465426","1750598814454","3465426","1750598814454","syn68466835","https://www.synapse.org/#!Synapse:syn68467957.1","3414afa99da5569933e98d4ea9245864"
"syn68467437","wetlab_cataract_018_0005_instruments_mask.png","1","image/png","9005","3465426","1750598505617","3465426","1750598505617","syn68466835","https://www.synapse.org/#!Synapse:syn68467437.1","026e8ce681436688e3ec4c1cfc4c6ec9"
"syn68468454","wetlab_cataract_061_0007_instruments_mask.png","1","image/png","9058","3465426","1750598979583","3465426","1750598979583","syn68466835","https://www.synapse.org/#!Synapse:syn68468454.1","87c44a50f4891166f2996e4bfcb840f7"
"syn68468331","wetlab_cataract_049_0001_instruments_mask.png","1","image/png","9062","3465426","1750598951868","3465426","1750598951868","syn68466835","https://www.synapse.org/#!Synapse:syn68468331.1","0e28d7cf3de5ec7c8c01d8e27c440e34"
"syn68467896","wetlab_cataract_034_0006_instruments_mask.png","1","image/png","9080","3465426","1750598801977","3465426","1750598801977","syn68466835","https://www.synapse.org/#!Synapse:syn68467896.1","679530dee44ab4e32fe91fd0a4a4828d"
"syn68468455","wetlab_cataract_061_0009_instruments_mask.png","1","image/png","9094","3465426","1750598979638","3465426","1750598979638","syn68466835","https://www.synapse.org/#!Synapse:syn68468455.1","f5e4d69e736fa134ce03b42d030cbaaf"
"syn68467711","wetlab_cataract_027_0007_instruments_mask.png","1","image/png","9207","3465426","1750598764029","3465426","1750598764029","syn68466835","https://www.synapse.org/#!Synapse:syn68467711.1","68bba4c6a2d2b61932e30cca3bc36780"
"syn68468462","wetlab_cataract_061_0013_instruments_mask.png","1","image/png","9209","3465426","1750598981387","3465426","1750598981387","syn68466835","https://www.synapse.org/#!Synapse:syn68468462.1","9743b2acf9d794925f0bc2a48e6de4ba"
"syn68467018","wetlab_cataract_010_0002_instruments_mask.png","1","image/png","9254","3465426","1750598126020","3465426","1750598126020","syn68466835","https://www.synapse.org/#!Synapse:syn68467018.1","d75de8d49b42a762f4d6eeaaa850798a"
"syn68467237","wetlab_cataract_012_0016_instruments_mask.png","1","image/png","9331","3465426","1750598365483","3465426","1750598365483","syn68466835","https://www.synapse.org/#!Synapse:syn68467237.1","78afd9060dbfd71f4e42b6feb4ac0777"
"syn68467355","wetlab_cataract_015_0031_instruments_mask.png","1","image/png","9363","3465426","1750598390293","3465426","1750598390293","syn68466835","https://www.synapse.org/#!Synapse:syn68467355.1","1c67e8331cef94a4e869f0b3621b57dd"
"syn68467747","wetlab_cataract_028_0014_instruments_mask.png","1","image/png","9420","3465426","1750598771766","3465426","1750598771766","syn68466835","https://www.synapse.org/#!Synapse:syn68467747.1","42c90a6b03e7a71fb4826c3e04d9ec34"
"syn68466963","wetlab_cataract_007_0020_instruments_mask.png","1","image/png","9432","3465426","1750598113321","3465426","1750598113321","syn68466835","https://www.synapse.org/#!Synapse:syn68466963.1","25dbec58f460f2b258aa1f8b80f8e6b1"
"syn68467320","wetlab_cataract_015_0001_instruments_mask.png","1","image/png","9480","3465426","1750598383594","3465426","1750598383594","syn68466835","https://www.synapse.org/#!Synapse:syn68467320.1","d8f6ee2c0f957948d54f48f6155b8d02"
"syn68467322","wetlab_cataract_015_0003_instruments_mask.png","1","image/png","9503","3465426","1750598383821","3465426","1750598383821","syn68466835","https://www.synapse.org/#!Synapse:syn68467322.1","32047735f9edd2f6e51c3d2597e86f63"
"syn68466968","wetlab_cataract_007_0015_instruments_mask.png","1","image/png","9538","3465426","1750598113538","3465426","1750598113538","syn68466835","https://www.synapse.org/#!Synapse:syn68466968.1","3e44f828c88e446d349b8b8fe69246fc"
"syn68467874","wetlab_cataract_033_0009_instruments_mask.png","1","image/png","9551","3465426","1750598797909","3465426","1750598797909","syn68466835","https://www.synapse.org/#!Synapse:syn68467874.1","7d8a26e41d57f2a46bfea84d87bb11de"
"syn68467525","wetlab_cataract_024_0005_instruments_mask.png","1","image/png","9555","3465426","1750598522755","3465426","1750598522755","syn68466835","https://www.synapse.org/#!Synapse:syn68467525.1","4920a611feb29dd155029847c975b707"
"syn68468379","wetlab_cataract_051_0003_instruments_mask.png","1","image/png","9559","3465426","1750598961714","3465426","1750598961714","syn68466835","https://www.synapse.org/#!Synapse:syn68468379.1","16e1ea8a1466ee10dafe88d1f4b24098"
"syn68468031","wetlab_cataract_040_0011_instruments_mask.png","1","image/png","9567","3465426","1750598828092","3465426","1750598828092","syn68466835","https://www.synapse.org/#!Synapse:syn68468031.1","850bcd78d1a19241e1d66f46a4f757d3"
"syn68467227","wetlab_cataract_012_0008_instruments_mask.png","1","image/png","9571","3465426","1750598363630","3465426","1750598363630","syn68466835","https://www.synapse.org/#!Synapse:syn68467227.1","bb770b6a981e3c44c90c83b11d037ea6"
"syn68467894","wetlab_cataract_034_0005_instruments_mask.png","1","image/png","9581","3465426","1750598801921","3465426","1750598801921","syn68466835","https://www.synapse.org/#!Synapse:syn68467894.1","f467aba24fb10b7e486cb8f08bbe0ee2"
"syn68468143","wetlab_cataract_042_0009_instruments_mask.png","1","image/png","9622","3465426","1750598850871","3465426","1750598850871","syn68466835","https://www.synapse.org/#!Synapse:syn68468143.1","b5e121abde42b07d5a816ff149c83831"
"syn68467554","wetlab_cataract_025_0001_instruments_mask.png","1","image/png","9635","3465426","1750598528361","3465426","1750598528361","syn68466835","https://www.synapse.org/#!Synapse:syn68467554.1","26451a86aff2ca6c2b2508822174102f"
"syn68467742","wetlab_cataract_028_0010_instruments_mask.png","1","image/png","9636","3465426","1750598771529","3465426","1750598771529","syn68466835","https://www.synapse.org/#!Synapse:syn68467742.1","57398acca9694ed963022cf00c42da11"
"syn68467870","wetlab_cataract_033_0006_instruments_mask.png","1","image/png","9641","3465426","1750598797276","3465426","1750598797276","syn68466835","https://www.synapse.org/#!Synapse:syn68467870.1","7a1527ca05f5d1cc36ec4d847d3a0c85"
"syn68468350","wetlab_cataract_050_0004_instruments_mask.png","1","image/png","9653","3465426","1750598956075","3465426","1750598956075","syn68466835","https://www.synapse.org/#!Synapse:syn68468350.1","168076df47c3fefdfe2972a1d6d85c04"
"syn68467434","wetlab_cataract_018_0002_instruments_mask.png","1","image/png","9656","3465426","1750598505510","3465426","1750598505510","syn68466835","https://www.synapse.org/#!Synapse:syn68467434.1","d943cffb58ba21f43c19f1e72e593ae0"
"syn68467021","wetlab_cataract_010_0004_instruments_mask.png","1","image/png","9669","3465426","1750598126130","3465426","1750598126130","syn68466835","https://www.synapse.org/#!Synapse:syn68467021.1","0196f9f77b4a6461b4f054f47db43127"
"syn68467154","wetlab_cataract_011_0013_instruments_mask.png","1","image/png","9672","3465426","1750598348334","3465426","1750598348334","syn68466835","https://www.synapse.org/#!Synapse:syn68467154.1","e76a303cb28be58527f9d900481d0ceb"
"syn68466978","wetlab_cataract_008_0009_instruments_mask.png","1","image/png","9674","3465426","1750598116932","3465426","1750598116932","syn68466835","https://www.synapse.org/#!Synapse:syn68466978.1","cb6a2c5e7801d2d0af110eff671b5ed8"
"syn68467745","wetlab_cataract_028_0013_instruments_mask.png","1","image/png","9682","3465426","1750598771726","3465426","1750598771726","syn68466835","https://www.synapse.org/#!Synapse:syn68467745.1","4fecc9790e463db3514b2bda31a25b3e"
"syn68467182","wetlab_cataract_011_0051_instruments_mask.png","1","image/png","9704","3465426","1750598354122","3465426","1750598354122","syn68466835","https://www.synapse.org/#!Synapse:syn68467182.1","f64f39a130f4270c1d1a5c4aaa50e0d2"
"syn68468190","wetlab_cataract_044_0003_instruments_mask.png","1","image/png","9709","3465426","1750598919703","3465426","1750598919703","syn68466835","https://www.synapse.org/#!Synapse:syn68468190.1","209f9c93c6ba1a7989816e56060b8aaa"
"syn68467559","wetlab_cataract_025_0005_instruments_mask.png","1","image/png","9721","3465426","1750598529968","3465426","1750598529968","syn68466835","https://www.synapse.org/#!Synapse:syn68467559.1","8e5fc84b168ded3e60020f0cb3a03f44"
"syn68467244","wetlab_cataract_012_0026_instruments_mask.png","1","image/png","9729","3465426","1750598367276","3465426","1750598367276","syn68466835","https://www.synapse.org/#!Synapse:syn68467244.1","165595ff71f9e9ec26933347505335a8"
"syn68468448","wetlab_cataract_061_0001_instruments_mask.png","1","image/png","9738","3465426","1750598977801","3465426","1750598977801","syn68466835","https://www.synapse.org/#!Synapse:syn68468448.1","acd7be4c2bdd048e99aead1ca9804742"
"syn68466988","wetlab_cataract_009_0003_instruments_mask.png","1","image/png","9753","3465426","1750598119111","3465426","1750598119111","syn68466835","https://www.synapse.org/#!Synapse:syn68466988.1","c275a605ebd7629b1237c3d4955d53d0"
"syn68468452","wetlab_cataract_061_0005_instruments_mask.png","1","image/png","9816","3465426","1750598979392","3465426","1750598979392","syn68466835","https://www.synapse.org/#!Synapse:syn68468452.1","02fd3e0f4d3b1d8b05431b227fe2d6ea"
"syn68467166","wetlab_cataract_011_0032_instruments_mask.png","1","image/png","9819","3465426","1750598350278","3465426","1750598350278","syn68466835","https://www.synapse.org/#!Synapse:syn68467166.1","09307d5aee0b0c031d28c06c2e241ebf"
"syn68466936","wetlab_cataract_006_0015_instruments_mask.png","1","image/png","9826","3465426","1750598107064","3465426","1750598107064","syn68466835","https://www.synapse.org/#!Synapse:syn68466936.1","401fd4b2903615dd93452bcc8d404700"
"syn68467438","wetlab_cataract_018_0007_instruments_mask.png","1","image/png","9861","3465426","1750598505646","3465426","1750598505646","syn68466835","https://www.synapse.org/#!Synapse:syn68467438.1","c1d50a27762d8f0becb1e5eb0311a3b9"
"syn68467500","wetlab_cataract_023_0005_instruments_mask.png","1","image/png","9862","3465426","1750598518813","3465426","1750598518813","syn68466835","https://www.synapse.org/#!Synapse:syn68467500.1","fe4bc0c7b3ff9bd2df471f0060459ade"
"syn68467417","wetlab_cataract_017_0015_instruments_mask.png","1","image/png","9880","3465426","1750598501664","3465426","1750598501664","syn68466835","https://www.synapse.org/#!Synapse:syn68467417.1","0609ec8378c1c7f5aae171b92a06ae4c"
"syn68467440","wetlab_cataract_018_0009_instruments_mask.png","1","image/png","9887","3465426","1750598505708","3465426","1750598505708","syn68466835","https://www.synapse.org/#!Synapse:syn68467440.1","79cb5f2795358afce65a76b57d611e52"
"syn68467778","wetlab_cataract_030_0008_instruments_mask.png","1","image/png","9887","3465426","1750598778959","3465426","1750598778959","syn68466835","https://www.synapse.org/#!Synapse:syn68467778.1","b5c847effe3cd9025bb3b1daaf5e512d"
"syn68467033","wetlab_cataract_010_0026_instruments_mask.png","1","image/png","9890","3465426","1750598128318","3465426","1750598128318","syn68466835","https://www.synapse.org/#!Synapse:syn68467033.1","c068679b9530492e2865a7c3b754f137"
"syn68468063","wetlab_cataract_041_0002_instruments_mask.png","1","image/png","9892","3465426","1750598834836","3465426","1750598834836","syn68466835","https://www.synapse.org/#!Synapse:syn68468063.1","5b2a16112e19632180f98d33a1f23724"
"syn68467916","wetlab_cataract_034_0025_instruments_mask.png","1","image/png","9913","3465426","1750598806476","3465426","1750598806476","syn68466835","https://www.synapse.org/#!Synapse:syn68467916.1","882985b3abe82421fc5e57690664e968"
"syn68467292","wetlab_cataract_014_0007_instruments_mask.png","1","image/png","9936","3465426","1750598376951","3465426","1750598376951","syn68466835","https://www.synapse.org/#!Synapse:syn68467292.1","d24c0b167d21ee7cc9bcf2807bdfe102"
"syn68468153","wetlab_cataract_043_0002_instruments_mask.png","1","image/png","9939","3465426","1750598853165","3465426","1750598853165","syn68466835","https://www.synapse.org/#!Synapse:syn68468153.1","ecff80bb843bc77f3cdfecfa8a641e63"
"syn68467022","wetlab_cataract_010_0009_instruments_mask.png","1","image/png","9956","3465426","1750598126416","3465426","1750598126416","syn68466835","https://www.synapse.org/#!Synapse:syn68467022.1","455790023650907ec9420d8abac546fb"
"syn68467234","wetlab_cataract_012_0011_instruments_mask.png","1","image/png","9966","3465426","1750598365313","3465426","1750598365313","syn68466835","https://www.synapse.org/#!Synapse:syn68467234.1","eb120ec3303c24619d9b377fe7fb1328"
"syn68467755","wetlab_cataract_029_0004_instruments_mask.png","1","image/png","9973","3465426","1750598773764","3465426","1750598773764","syn68466835","https://www.synapse.org/#!Synapse:syn68467755.1","2a9c17e3f0647a1637d62c15d25505e1"
"syn68467739","wetlab_cataract_028_0003_instruments_mask.png","1","image/png","9981","3465426","1750598770223","3465426","1750598770223","syn68466835","https://www.synapse.org/#!Synapse:syn68467739.1","06e9e984196d2c1b95e919032e2ce6a2"
"syn68467222","wetlab_cataract_012_0001_instruments_mask.png","1","image/png","9996","3465426","1750598363433","3465426","1750598363433","syn68466835","https://www.synapse.org/#!Synapse:syn68467222.1","c5703f846921c99fe73f7b5a0002f040"
"syn68467027","wetlab_cataract_010_0018_instruments_mask.png","1","image/png","9997","3465426","1750598127806","3465426","1750598127806","syn68466835","https://www.synapse.org/#!Synapse:syn68467027.1","4079a741504adbec1113da70c4a6f667"
"syn68467595","wetlab_cataract_026_0014_instruments_mask.png","1","image/png","9997","3465426","1750598537267","3465426","1750598537267","syn68466835","https://www.synapse.org/#!Synapse:syn68467595.1","436b61fc7c8ecacb52ae927fbb743496"
"syn68468203","wetlab_cataract_044_0023_instruments_mask.png","1","image/png","10001","3465426","1750598923403","3465426","1750598923403","syn68466835","https://www.synapse.org/#!Synapse:syn68468203.1","984e8f871c8d26baab4d921097e184b8"
"syn68467358","wetlab_cataract_016_0003_instruments_mask.png","1","image/png","10023","3465426","1750598390942","3465426","1750598390942","syn68466835","https://www.synapse.org/#!Synapse:syn68467358.1","e44fbd704fd329ea1a37067ae61b94ca"
"syn68467607","wetlab_cataract_026_0030_instruments_mask.png","1","image/png","10026","3465426","1750598539440","3465426","1750598539440","syn68466835","https://www.synapse.org/#!Synapse:syn68467607.1","37b8445246777c144c1aafed04443378"
"syn68467172","wetlab_cataract_011_0040_instruments_mask.png","1","image/png","10039","3465426","1750598352031","3465426","1750598352031","syn68466835","https://www.synapse.org/#!Synapse:syn68467172.1","db5e49c627a583ed897bbdff54b9d4de"
"syn68468132","wetlab_cataract_042_0001_instruments_mask.png","1","image/png","10058","3465426","1750598848958","3465426","1750598848958","syn68466835","https://www.synapse.org/#!Synapse:syn68468132.1","fab51576ac379af4c7a3832cdc1e163b"
"syn68467594","wetlab_cataract_026_0017_instruments_mask.png","1","image/png","10066","3465426","1750598537265","3465426","1750598537265","syn68466835","https://www.synapse.org/#!Synapse:syn68467594.1","2f78f9b5f3e18badda5812e1a30eac9f"
"syn68467997","wetlab_cataract_038_0008_instruments_mask.png","1","image/png","10080","3465426","1750598821879","3465426","1750598821879","syn68466835","https://www.synapse.org/#!Synapse:syn68467997.1","0954a021a835f7658eebc13ba437a37e"
"syn68467557","wetlab_cataract_025_0004_instruments_mask.png","1","image/png","10092","3465426","1750598529782","3465426","1750598529782","syn68466835","https://www.synapse.org/#!Synapse:syn68467557.1","3cd71acb4c717f71656de5c4e6593e3d"
"syn68466856","wetlab_cataract_001_0004_instruments_mask.png","1","image/png","10094","3465426","1750598088140","3465426","1750598088140","syn68466835","https://www.synapse.org/#!Synapse:syn68466856.1","465f96de58ae969a1a6176e127d231b6"
"syn68466857","wetlab_cataract_001_0002_instruments_mask.png","1","image/png","10094","3465426","1750598088156","3465426","1750598088156","syn68466835","https://www.synapse.org/#!Synapse:syn68466857.1","910206a973bbc82d683afd8ae6a3dbb0"
"syn68466954","wetlab_cataract_007_0005_instruments_mask.png","1","image/png","10108","3465426","1750598111302","3465426","1750598111302","syn68466835","https://www.synapse.org/#!Synapse:syn68466954.1","dc3b7c59ebb1595d8fa565c7d00ac98a"
"syn68468245","wetlab_cataract_045_0020_instruments_mask.png","1","image/png","10110","3465426","1750598933258","3465426","1750598933258","syn68466835","https://www.synapse.org/#!Synapse:syn68468245.1","85ac4070b528257b23e290ece54c0418"
"syn68467958","wetlab_cataract_035_0027_instruments_mask.png","1","image/png","10114","3465426","1750598814634","3465426","1750598814634","syn68466835","https://www.synapse.org/#!Synapse:syn68467958.1","50162380ae5c00f05c804a0048434b8b"
"syn68468450","wetlab_cataract_061_0002_instruments_mask.png","1","image/png","10123","3465426","1750598979184","3465426","1750598979184","syn68466835","https://www.synapse.org/#!Synapse:syn68468450.1","4a5ca2d57b533a807b1a5ff6e1a02a38"
"syn68467985","wetlab_cataract_037_0005_instruments_mask.png","1","image/png","10142","3465426","1750598819438","3465426","1750598819438","syn68466835","https://www.synapse.org/#!Synapse:syn68467985.1","ef192c79f2edb8db925d00e7eec675b2"
"syn68468457","wetlab_cataract_061_0010_instruments_mask.png","1","image/png","10142","3465426","1750598979779","3465426","1750598979779","syn68466835","https://www.synapse.org/#!Synapse:syn68468457.1","d0a97d82cf4964d7db04833b798ce35a"
"syn68468268","wetlab_cataract_046_0016_instruments_mask.png","1","image/png","10145","3465426","1750598937335","3465426","1750598937335","syn68466835","https://www.synapse.org/#!Synapse:syn68468268.1","2cf6d827aa23fb29a54db5fdc5d3fd4f"
"syn68466903","wetlab_cataract_005_0007_instruments_mask.png","1","image/png","10161","3465426","1750598099289","3465426","1750598099289","syn68466835","https://www.synapse.org/#!Synapse:syn68466903.1","8aaf0dcdc978b4d6b1e9d168db936e62"
"syn68466858","wetlab_cataract_001_0003_instruments_mask.png","1","image/png","10166","3465426","1750598088207","3465426","1750598088207","syn68466835","https://www.synapse.org/#!Synapse:syn68466858.1","137e35f24959577ad928e8de19d94c56"
"syn68467324","wetlab_cataract_015_0005_instruments_mask.png","1","image/png","10176","3465426","1750598383876","3465426","1750598383876","syn68466835","https://www.synapse.org/#!Synapse:syn68467324.1","957d306decc166a8a322c6a9e196db0a"
"syn68468260","wetlab_cataract_046_0005_instruments_mask.png","1","image/png","10179","3465426","1750598935547","3465426","1750598935547","syn68466835","https://www.synapse.org/#!Synapse:syn68468260.1","79e9e6fb94375476d05da6b49ff2e8d6"
"syn68467035","wetlab_cataract_010_0028_instruments_mask.png","1","image/png","10207","3465426","1750598129544","3465426","1750598129544","syn68466835","https://www.synapse.org/#!Synapse:syn68467035.1","a6c00e8328d32205169cedb894fd5068"
"syn68467999","wetlab_cataract_038_0010_instruments_mask.png","1","image/png","10207","3465426","1750598822280","3465426","1750598822280","syn68466835","https://www.synapse.org/#!Synapse:syn68467999.1","74a71475d4dd2f956b172d4ccc0e95ae"
"syn68468297","wetlab_cataract_048_0010_instruments_mask.png","1","image/png","10211","3465426","1750598944692","3465426","1750598944692","syn68466835","https://www.synapse.org/#!Synapse:syn68468297.1","7e255ccdbf55e2b94b9f86279ce1f71b"
"syn68468453","wetlab_cataract_061_0006_instruments_mask.png","1","image/png","10216","3465426","1750598979465","3465426","1750598979465","syn68466835","https://www.synapse.org/#!Synapse:syn68468453.1","80db3bf021c334a863e87fa014ef7c16"
"syn68467496","wetlab_cataract_023_0003_instruments_mask.png","1","image/png","10218","3465426","1750598517150","3465426","1750598517150","syn68466835","https://www.synapse.org/#!Synapse:syn68467496.1","ec2ed2276fe7670764c8211a2f1c1286"
"syn68467593","wetlab_cataract_026_0016_instruments_mask.png","1","image/png","10223","3465426","1750598537241","3465426","1750598537241","syn68466835","https://www.synapse.org/#!Synapse:syn68467593.1","5954516f45ec21e0281c99200d6c7b01"
"syn68468410","wetlab_cataract_053_0005_instruments_mask.png","1","image/png","10259","3465426","1750598969510","3465426","1750598969510","syn68466835","https://www.synapse.org/#!Synapse:syn68468410.1","3dc5180bd7a40291be09e691a5bf52f6"
"syn68466953","wetlab_cataract_007_0004_instruments_mask.png","1","image/png","10270","3465426","1750598111276","3465426","1750598111276","syn68466835","https://www.synapse.org/#!Synapse:syn68466953.1","6b046d2af046e1244d4c259a3683480e"
"syn68468193","wetlab_cataract_044_0011_instruments_mask.png","1","image/png","10280","3465426","1750598921294","3465426","1750598921294","syn68466835","https://www.synapse.org/#!Synapse:syn68468193.1","99d0dba45ad49c42054a6b0b272e749d"
"syn68468456","wetlab_cataract_061_0008_instruments_mask.png","1","image/png","10281","3465426","1750598979670","3465426","1750598979670","syn68466835","https://www.synapse.org/#!Synapse:syn68468456.1","4db1fbb516f890f2790fb3897f9b892b"
"syn68467598","wetlab_cataract_026_0019_instruments_mask.png","1","image/png","10286","3465426","1750598537421","3465426","1750598537421","syn68466835","https://www.synapse.org/#!Synapse:syn68467598.1","690a92fe14ff2b63fa565a2fa431d586"
"syn68467002","wetlab_cataract_009_0014_instruments_mask.png","1","image/png","10295","3465426","1750598122605","3465426","1750598122605","syn68466835","https://www.synapse.org/#!Synapse:syn68467002.1","fe4f76a08417587636673508e5d2030d"
"syn68467882","wetlab_cataract_033_0018_instruments_mask.png","1","image/png","10296","3465426","1750598799926","3465426","1750598799926","syn68466835","https://www.synapse.org/#!Synapse:syn68467882.1","adcb3eebdf03703dbfecde2def5c6606"
"syn68467878","wetlab_cataract_033_0013_instruments_mask.png","1","image/png","10308","3465426","1750598798932","3465426","1750598798932","syn68466835","https://www.synapse.org/#!Synapse:syn68467878.1","066f27339792d01155d1dd45287636b6"
"syn68467905","wetlab_cataract_034_0014_instruments_mask.png","1","image/png","10323","3465426","1750598804173","3465426","1750598804173","syn68466835","https://www.synapse.org/#!Synapse:syn68467905.1","f29cbc602c8484bc45c06c6342a9bb7d"
"syn68467591","wetlab_cataract_026_0012_instruments_mask.png","1","image/png","10328","3465426","1750598537082","3465426","1750598537082","syn68466835","https://www.synapse.org/#!Synapse:syn68467591.1","42aea40f8fef3bdef3f762915452da2b"
"syn68468377","wetlab_cataract_051_0001_instruments_mask.png","1","image/png","10329","3465426","1750598961612","3465426","1750598961612","syn68466835","https://www.synapse.org/#!Synapse:syn68468377.1","f4d0ceb6cffdd709dc0e9c99ec2ef5a2"
"syn68468460","wetlab_cataract_061_0015_instruments_mask.png","1","image/png","10338","3465426","1750598981306","3465426","1750598981306","syn68466835","https://www.synapse.org/#!Synapse:syn68468460.1","b87e0a33b4765a88457be2b6b419d1ee"
"syn68468061","wetlab_cataract_041_0009_instruments_mask.png","1","image/png","10351","3465426","1750598834814","3465426","1750598834814","syn68466835","https://www.synapse.org/#!Synapse:syn68468061.1","7d3fe7197b89d296e5c483f2e72d08d1"
"syn68466964","wetlab_cataract_007_0018_instruments_mask.png","1","image/png","10355","3465426","1750598113338","3465426","1750598113338","syn68466835","https://www.synapse.org/#!Synapse:syn68466964.1","9382d9510a6e3413f53da9fc54319e1b"
"syn68468461","wetlab_cataract_061_0016_instruments_mask.png","1","image/png","10359","3465426","1750598981318","3465426","1750598981318","syn68466835","https://www.synapse.org/#!Synapse:syn68468461.1","092b68a9c35bf407ba5f909ab5556aff"
"syn68467223","wetlab_cataract_012_0006_instruments_mask.png","1","image/png","10361","3465426","1750598363489","3465426","1750598363489","syn68466835","https://www.synapse.org/#!Synapse:syn68467223.1","98cf7dfade486ae942ab8f103bcbffa1"
"syn68468156","wetlab_cataract_043_0005_instruments_mask.png","1","image/png","10364","3465426","1750598854696","3465426","1750598854696","syn68466835","https://www.synapse.org/#!Synapse:syn68468156.1","b1830d2dd1a41579551c1877c58ebcdf"
"syn68468062","wetlab_cataract_041_0001_instruments_mask.png","1","image/png","10370","3465426","1750598834829","3465426","1750598834829","syn68466835","https://www.synapse.org/#!Synapse:syn68468062.1","6c820b8e1d45344a8f215ac72f1f2aa9"
"syn68467029","wetlab_cataract_010_0015_instruments_mask.png","1","image/png","10382","3465426","1750598127880","3465426","1750598127880","syn68466835","https://www.synapse.org/#!Synapse:syn68467029.1","44df76c48c4512eab2522f7ab298ce03"
"syn68468068","wetlab_cataract_041_0013_instruments_mask.png","1","image/png","10384","3465426","1750598835982","3465426","1750598835982","syn68466835","https://www.synapse.org/#!Synapse:syn68468068.1","3b32aa5606446bf72ed4218c329ac16e"
"syn68468298","wetlab_cataract_048_0008_instruments_mask.png","1","image/png","10386","3465426","1750598944726","3465426","1750598944726","syn68466835","https://www.synapse.org/#!Synapse:syn68468298.1","57e1f26e72f11d4d0935e4e1e1cb0863"
"syn68467960","wetlab_cataract_035_0028_instruments_mask.png","1","image/png","10411","3465426","1750598814872","3465426","1750598814872","syn68466835","https://www.synapse.org/#!Synapse:syn68467960.1","d11bd767568598c136198d7174ca8941"
"syn68468300","wetlab_cataract_048_0009_instruments_mask.png","1","image/png","10423","3465426","1750598944773","3465426","1750598944773","syn68466835","https://www.synapse.org/#!Synapse:syn68468300.1","e0f94776976c309b20e26a8cd11ebfb8"
"syn68468346","wetlab_cataract_050_0003_instruments_mask.png","1","image/png","10429","3465426","1750598955828","3465426","1750598955828","syn68466835","https://www.synapse.org/#!Synapse:syn68468346.1","af6235baf0139c422bc1ebe030b73613"
